,full_img_path,tube_line,points_lst,cot_stage,comments,tag_time,file_name,directory_name
0,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7284_CROPED_1.jpg,"[(113, 348), (423, 351)]","[(281, 331), (284, 312), (287, 296), (286, 282)]",Hook,,1608735064,7284_CROPED_1.jpg,200827_contin_low_R
1,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7284_CROPED_2.jpg,"[(36, 437), (325, 430)]","[(162, 420), (155, 389), (144, 365), (128, 325), (138, 299), (162, 275)]",Closed,,1608735079,7284_CROPED_2.jpg,200827_contin_low_R
2,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7284_CROPED_3.jpg,"[(112, 489), (432, 494)]","[(225, 488), (225, 462), (221, 435), (221, 406), (224, 377)]",Closed,,1608735161,7284_CROPED_3.jpg,200827_contin_low_R
3,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7284_CROPED_4.jpg,"[(84, 499), (446, 494)]","[(321, 493), (318, 457), (323, 434), (330, 403), (332, 381)]",Open,,1608735171,7284_CROPED_4.jpg,200827_contin_low_R
4,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7284_CROPED_5.jpg,"[(50, 361), (396, 365)]","[(261, 346), (265, 321), (265, 301), (265, 284)]",Open,,1608735181,7284_CROPED_5.jpg,200827_contin_low_R
5,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7673_CROPED_1.jpg,"[(115, 354), (421, 352)]","[(307, 335), (323, 308), (336, 286), (354, 265), (369, 243), (393, 221)]",Closed,,1608735214,7673_CROPED_1.jpg,200827_contin_low_R
6,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7673_CROPED_2.jpg,"[(73, 437), (361, 438)]","[(203, 417), (217, 379), (231, 346), (245, 323), (267, 290), (275, 257), (283, 220), (284, 204)]",Closed,,1608735238,7673_CROPED_2.jpg,200827_contin_low_R
7,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7673_CROPED_3.jpg,"[(114, 495), (433, 496)]","[(237, 490), (240, 459), (252, 425), (262, 391), (275, 368), (289, 340), (310, 316), (321, 304)]",Closed,,1608735258,7673_CROPED_3.jpg,200827_contin_low_R
8,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7673_CROPED_4.jpg,"[(77, 496), (442, 489)]","[(319, 494), (316, 466), (314, 447), (318, 427), (324, 406)]",Open,,1608735269,7673_CROPED_4.jpg,200827_contin_low_R
9,C:\Sunflowers\manual_tagging-master\first_last_imgs\200827_contin_low_R\7673_CROPED_5.jpg,"[(51, 365), (393, 373)]","[(277, 343), (276, 323), (279, 302), (283, 292), (291, 275)]",Open,,1608735279,7673_CROPED_5.jpg,200827_contin_low_R
10,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\0000.jpg_CROPED_1.jpg,"[(197, 456), (546, 436)]","[(258, 451), (244, 400), (234, 345), (227, 320), (220, 254)]",Closed,,1608735291,0000.jpg_CROPED_1.jpg,200830_contin_low_L
11,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\0000.jpg_CROPED_2.jpg,"[(164, 576), (542, 560)]","[(392, 563), (391, 516), (389, 472), (388, 429), (386, 382)]",Closed,the pink images are blurry,1608735313,0000.jpg_CROPED_2.jpg,200830_contin_low_L
12,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\f0033152.jpg_CROPED_3.jpg,"[(104, 563), (433, 557)]","[(333, 556), (342, 496), (343, 442), (346, 396), (346, 370)]",Closed,bljurry,1608735329,f0033152.jpg_CROPED_3.jpg,200830_contin_low_L
13,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\f0033152.jpg_CROPED_4.jpg,"[(67, 326), (357, 316)]","[(242, 315), (244, 291), (247, 268), (246, 241)]",Closed,,1608735338,f0033152.jpg_CROPED_4.jpg,200830_contin_low_L
14,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\f0033152.jpg_CROPED_5.jpg,"[(129, 510), (439, 494)]","[(316, 482), (309, 446), (307, 412), (298, 381)]",Closed,,1608735346,f0033152.jpg_CROPED_5.jpg,200830_contin_low_L
15,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\f4341280.jpg_CROPED_1.jpg,"[(193, 516), (559, 493)]","[(230, 510), (207, 473), (182, 428), (158, 394), (136, 353), (125, 322)]",Closed,,1608735357,f4341280.jpg_CROPED_1.jpg,200830_contin_low_L
16,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\f4341280.jpg_CROPED_2.jpg,"[(176, 671), (549, 667)]","[(376, 661), (377, 617), (374, 569), (360, 528), (331, 479), (307, 433), (274, 386), (251, 360), (227, 327)]",Open,,1608735372,f4341280.jpg_CROPED_2.jpg,200830_contin_low_L
17,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\f4341280.jpg_CROPED_3.jpg,"[(107, 555), (430, 548)]","[(326, 540), (325, 488), (320, 450), (308, 413), (294, 374), (282, 343), (267, 310), (249, 282), (240, 245)]",Closed,,1608735390,f4341280.jpg_CROPED_3.jpg,200830_contin_low_L
18,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\f4341280.jpg_CROPED_4.jpg,"[(66, 325), (355, 309)]","[(228, 298), (228, 280), (225, 262), (225, 241)]",Open,,1608735400,f4341280.jpg_CROPED_4.jpg,200830_contin_low_L
19,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_L\f4341280.jpg_CROPED_5.jpg,"[(126, 500), (427, 482)]","[(296, 465), (284, 432), (277, 396), (262, 357), (246, 327), (234, 304), (216, 271), (206, 255)]",Closed,,1608735409,f4341280.jpg_CROPED_5.jpg,200830_contin_low_L
20,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\7674_CROPED_1.jpg,"[(86, 500), (394, 494)]","[(252, 475), (264, 441), (268, 407), (281, 387), (283, 357), (286, 335)]",Closed,,1608735418,7674_CROPED_1.jpg,200830_contin_low_R
21,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\7674_CROPED_2.jpg,"[(-1, -1), (-1, -1)]","[(244, 500), (253, 471), (255, 441), (252, 410), (252, 379), (250, 349), (249, 322)]",,blurry,1608735436,7674_CROPED_2.jpg,200830_contin_low_R
22,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\7674_CROPED_3.jpg,"[(86, 570), (379, 570)]","[(251, 557), (258, 529), (263, 507), (264, 479)]",Open,,1608735452,7674_CROPED_3.jpg,200830_contin_low_R
23,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\7674_CROPED_4.jpg,"[(80, 704), (433, 702)]","[(217, 700), (224, 641), (233, 584), (240, 536), (250, 495), (261, 447)]",Closed,,1608735462,7674_CROPED_4.jpg,200830_contin_low_R
24,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\7674_CROPED_5.jpg,"[(-1, -1), (-1, -1)]","[(249, 444), (255, 408), (254, 374)]",,blurry,1608735475,7674_CROPED_5.jpg,200830_contin_low_R
25,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\8037_CROPED_1.jpg,"[(77, 488), (382, 485)]","[(291, 456), (304, 427), (325, 394), (353, 363), (384, 328), (412, 296), (433, 276), (457, 262)]",Closed,,1608735497,8037_CROPED_1.jpg,200830_contin_low_R
26,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\8037_CROPED_2.jpg,"[(67, 500), (355, 498)]","[(254, 498), (259, 470), (263, 434), (272, 393), (282, 356), (291, 329), (300, 305), (309, 281)]",Open,,1608735508,8037_CROPED_2.jpg,200830_contin_low_R
27,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\8037_CROPED_3.jpg,"[(63, 542), (381, 547)]","[(283, 523), (300, 491), (317, 451), (337, 429), (361, 403), (380, 375)]",Open,,1608735525,8037_CROPED_3.jpg,200830_contin_low_R
28,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\8037_CROPED_4.jpg,"[(82, 707), (448, 695)]","[(220, 688), (226, 611), (232, 520), (233, 433), (243, 358), (248, 251)]",Closed,,1608735542,8037_CROPED_4.jpg,200830_contin_low_R
29,C:\Sunflowers\manual_tagging-master\first_last_imgs\200830_contin_low_R\8037_CROPED_5.jpg,"[(18, 439), (364, 438)]","[(263, 424), (271, 402), (278, 369), (284, 337), (291, 312)]",Open,,1608735557,8037_CROPED_5.jpg,200830_contin_low_R
30,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0016_CROPED_1.jpg,"[(30, 384), (387, 381)]","[(231, 374), (230, 357), (229, 341), (224, 315), (221, 289), (218, 276)]",Closed,,1608735571,0016_CROPED_1.jpg,200831_contin_low_L
31,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0016_CROPED_2.jpg,"[(70, 489), (441, 479)]","[(334, 479), (345, 443), (353, 400), (365, 349), (360, 303), (357, 253)]",Hook,,1608735583,0016_CROPED_2.jpg,200831_contin_low_L
32,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0016_CROPED_3.jpg,"[(74, 449), (395, 453)]","[(243, 442), (242, 419), (242, 397), (244, 378)]",Closed,,1608735597,0016_CROPED_3.jpg,200831_contin_low_L
33,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0016_CROPED_4.jpg,"[(119, 448), (403, 446)]","[(258, 445), (250, 421), (243, 384), (231, 352)]",Closed,,1608735609,0016_CROPED_4.jpg,200831_contin_low_L
34,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0016_CROPED_5.jpg,"[(90, 570), (392, 560)]","[(283, 552), (275, 521), (264, 479), (244, 442), (224, 398)]",Open,,1608735638,0016_CROPED_5.jpg,200831_contin_low_L
35,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0359_CROPED_1.jpg,"[(29, 385), (387, 380)]","[(218, 376), (210, 341), (201, 316), (191, 286), (175, 254), (161, 222)]",Closed,,1608735654,0359_CROPED_1.jpg,200831_contin_low_L
36,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0359_CROPED_2.jpg,"[(70, 490), (441, 485)]","[(320, 474), (315, 438), (312, 409), (307, 362), (298, 311), (281, 280), (263, 241), (241, 205)]",Open,,1608735705,0359_CROPED_2.jpg,200831_contin_low_L
37,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0359_CROPED_3.jpg,"[(73, 453), (393, 450)]","[(236, 443), (229, 403), (218, 376), (203, 339), (186, 307), (173, 273), (166, 258)]",Closed,,1608735779,0359_CROPED_3.jpg,200831_contin_low_L
38,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0359_CROPED_4.jpg,"[(120, 451), (404, 448)]","[(262, 448), (250, 419), (239, 380), (232, 350), (223, 320), (209, 293), (193, 267)]",Closed,,1608735789,0359_CROPED_4.jpg,200831_contin_low_L
39,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_L\0359_CROPED_5.jpg,"[(89, 562), (390, 550)]","[(300, 553), (298, 506), (294, 437), (294, 374), (284, 291)]",Open,,1608735806,0359_CROPED_5.jpg,200831_contin_low_L
40,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8053_CROPED_1.jpg,"[(86, 464), (397, 459)]","[(283, 443), (289, 422), (298, 395), (299, 361)]",Closed,,1608735836,8053_CROPED_1.jpg,200831_contin_low_R
41,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8053_CROPED_2.jpg,"[(87, 375), (373, 401)]","[(256, 364), (267, 334), (271, 306), (271, 282)]",Closed,,1608735881,8053_CROPED_2.jpg,200831_contin_low_R
42,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8053_CROPED_3.jpg,"[(60, 440), (378, 451)]","[(165, 435), (162, 408), (158, 376), (157, 349), (166, 304)]",Closed,,1608735894,8053_CROPED_3.jpg,200831_contin_low_R
43,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8053_CROPED_4.jpg,"[(39, 569), (404, 578)]","[(254, 559), (263, 524), (270, 485), (287, 434), (294, 397), (302, 346)]",Open,,1608735908,8053_CROPED_4.jpg,200831_contin_low_R
44,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8053_CROPED_5.jpg,"[(50, 479), (393, 489)]","[(283, 464), (295, 439), (303, 415), (318, 386)]",Open,,1608735943,8053_CROPED_5.jpg,200831_contin_low_R
45,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8396_CROPED_1.jpg,"[(89, 451), (398, 451)]","[(293, 438), (302, 408), (315, 382), (330, 354), (336, 332), (345, 303)]",Open,,1608735955,8396_CROPED_1.jpg,200831_contin_low_R
46,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8396_CROPED_2.jpg,"[(86, 384), (373, 399)]","[(288, 366), (300, 341), (311, 317), (321, 295)]",Open,,1608735964,8396_CROPED_2.jpg,200831_contin_low_R
47,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8396_CROPED_3.jpg,"[(61, 442), (377, 457)]","[(172, 435), (174, 405), (174, 373), (177, 344), (181, 315), (189, 280)]",Closed,,1608736042,8396_CROPED_3.jpg,200831_contin_low_R
48,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8396_CROPED_4.jpg,"[(48, 575), (414, 577)]","[(290, 563), (311, 523), (334, 479), (351, 454), (372, 424), (400, 388), (429, 347), (467, 311), (493, 289)]",Open,,1608736058,8396_CROPED_4.jpg,200831_contin_low_R
49,C:\Sunflowers\manual_tagging-master\first_last_imgs\200831_contin_low_R\8396_CROPED_5.jpg,"[(49, 470), (394, 489)]","[(245, 460), (246, 421), (249, 377), (252, 330), (250, 296), (253, 261), (260, 216)]",Open,,1608736109,8396_CROPED_5.jpg,200831_contin_low_R
50,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0001_CROPED_1.jpg,"[(39, 390), (399, 391)]","[(221, 379), (227, 355), (233, 327), (244, 306)]",Hook,,1608736127,0001_CROPED_1.jpg,200901_contin_low_L
51,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0001_CROPED_2.jpg,"[(226, 504), (608, 508)]","[(450, 492), (463, 438), (480, 392), (502, 344), (525, 307), (534, 290)]",Open,,1608736185,0001_CROPED_2.jpg,200901_contin_low_L
52,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0001_CROPED_3.jpg,"[(52, 332), (372, 335)]","[(242, 331), (248, 309), (253, 278), (258, 254)]",Closed,,1608736311,0001_CROPED_3.jpg,200901_contin_low_L
53,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0001_CROPED_4.jpg,"[(175, 430), (461, 423)]","[(307, 407), (296, 370), (285, 344), (275, 319), (258, 295), (239, 267)]",Closed,,1608736323,0001_CROPED_4.jpg,200901_contin_low_L
54,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0001_CROPED_5.jpg,"[(104, 476), (387, 459)]","[(206, 468), (199, 440), (185, 402), (170, 372)]",Closed,,1608736333,0001_CROPED_5.jpg,200901_contin_low_L
55,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0342_CROPED_1.jpg,"[(50, 394), (407, 390)]","[(166, 377), (156, 339), (141, 298), (127, 264), (110, 239), (94, 217), (80, 193)]",Closed,,1608736376,0342_CROPED_1.jpg,200901_contin_low_L
56,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0342_CROPED_2.jpg,"[(241, 511), (618, 511)]","[(414, 502), (409, 469), (396, 429), (382, 388), (365, 351), (345, 313), (320, 274), (298, 243), (274, 215), (253, 192), (229, 170), (198, 146)]",Open,,1608736397,0342_CROPED_2.jpg,200901_contin_low_L
57,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0342_CROPED_3.jpg,"[(52, 332), (368, 337)]","[(214, 320), (208, 297), (200, 270), (192, 245), (180, 215)]",Closed,,1608736411,0342_CROPED_3.jpg,200901_contin_low_L
58,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0342_CROPED_4.jpg,"[(171, 429), (459, 413)]","[(299, 413), (290, 389), (282, 360), (262, 328), (243, 295), (224, 273), (203, 250), (185, 232), (171, 217), (154, 199), (135, 184), (118, 175)]",Closed,,1608736446,0342_CROPED_4.jpg,200901_contin_low_L
59,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_L\0342_CROPED_5.jpg,"[(81, 477), (382, 467)]","[(214, 462), (212, 434), (207, 395), (201, 355), (196, 319), (189, 283), (183, 251), (175, 226)]",Closed,,1608736501,0342_CROPED_5.jpg,200901_contin_low_L
60,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8397_CROPED_1.jpg,"[(78, 349), (353, 350)]","[(230, 351), (234, 326), (234, 302), (236, 278)]",,blurry,1608736523,8397_CROPED_1.jpg,200901_contin_low_R
61,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8397_CROPED_2.jpg,"[(-1, -1), (-1, -1)]","[(254, 440), (259, 409), (262, 374), (265, 341), (260, 313)]",Closed,,1608736536,8397_CROPED_2.jpg,200901_contin_low_R
62,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8397_CROPED_3.jpg,"[(-1, -1), (-1, -1)]","[(223, 465), (218, 435), (210, 399), (205, 375)]",,blurry,1608736548,8397_CROPED_3.jpg,200901_contin_low_R
63,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8397_CROPED_4.jpg,"[(43, 452), (388, 454)]","[(198, 454), (198, 429), (195, 404), (193, 373)]",,blutty,1608736572,8397_CROPED_4.jpg,200901_contin_low_R
64,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8397_CROPED_5.jpg,"[(-1, -1), (-1, -1)]","[(303, 568), (307, 537), (312, 491), (316, 459), (326, 430), (336, 402)]",Closed,,1608736583,8397_CROPED_5.jpg,200901_contin_low_R
65,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8738_CROPED_1.jpg,"[(50, 348), (358, 349)]","[(232, 342), (240, 318), (248, 292), (252, 269), (256, 260)]",Open,,1608736594,8738_CROPED_1.jpg,200901_contin_low_R
66,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8738_CROPED_2.jpg,"[(84, 455), (374, 458)]","[(262, 431), (272, 396), (285, 364), (298, 338), (318, 311), (331, 286), (350, 252)]",Closed,,1608736606,8738_CROPED_2.jpg,200901_contin_low_R
67,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8738_CROPED_3.jpg,"[(71, 456), (390, 448)]","[(267, 435), (284, 399), (301, 357), (318, 328), (331, 309), (358, 282), (381, 256)]",Closed,,1608736618,8738_CROPED_3.jpg,200901_contin_low_R
68,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8738_CROPED_4.jpg,"[(43, 453), (402, 452)]","[(242, 434), (263, 402), (283, 381), (303, 364), (314, 352), (330, 340), (344, 319), (356, 311)]",Open,,1608736632,8738_CROPED_4.jpg,200901_contin_low_R
69,C:\Sunflowers\manual_tagging-master\first_last_imgs\200901_contin_low_R\8738_CROPED_5.jpg,"[(100, 554), (444, 552)]","[(305, 534), (305, 486), (304, 449), (303, 422), (304, 389), (309, 358), (310, 327), (312, 293), (316, 274)]",Open,,1608736646,8738_CROPED_5.jpg,200901_contin_low_R
70,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0001_CROPED_1.jpg,"[(118, 389), (480, 383)]","[(271, 367), (271, 338), (264, 308), (263, 279), (260, 253)]",,blurry,1608736660,0001_CROPED_1.jpg,200902_contin_low_L
71,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0001_CROPED_2.jpg,"[(116, 624), (487, 604)]","[(365, 605), (369, 566), (373, 531), (382, 500), (392, 465)]",Closed,,1608736672,0001_CROPED_2.jpg,200902_contin_low_L
72,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0001_CROPED_3.jpg,"[(126, 437), (409, 429)]","[(216, 418), (208, 391), (203, 366), (201, 336), (206, 315)]",Closed,,1608736699,0001_CROPED_3.jpg,200902_contin_low_L
73,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0001_CROPED_4.jpg,"[(124, 435), (404, 433)]","[(224, 428), (214, 398), (200, 374), (196, 346), (198, 320)]",Closed,,1608736710,0001_CROPED_4.jpg,200902_contin_low_L
74,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0001_CROPED_5.jpg,"[(190, 406), (499, 393)]","[(297, 380), (296, 355), (297, 328), (301, 305), (308, 283)]",Closed,,1608736734,0001_CROPED_5.jpg,200902_contin_low_L
75,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0013_CROPED_3.jpg,"[(121, 430), (407, 427)]","[(232, 427), (232, 406), (226, 385), (223, 365), (222, 346), (226, 337)]",Closed,,1608736750,0013_CROPED_3.jpg,200902_contin_low_L
76,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0360_CROPED_1.jpg,"[(127, 385), (489, 384)]","[(257, 372), (248, 343), (231, 304), (208, 267), (186, 233), (165, 206), (152, 183), (135, 154), (122, 136), (105, 113), (92, 101)]",Closed,,1608736768,0360_CROPED_1.jpg,200902_contin_low_L
77,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0360_CROPED_2.jpg,"[(130, 629), (506, 607)]","[(358, 610), (351, 563), (345, 520), (338, 479), (326, 448), (316, 411), (308, 370), (295, 339), (290, 315)]",Closed,,1608736779,0360_CROPED_2.jpg,200902_contin_low_L
78,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0360_CROPED_4.jpg,"[(123, 439), (413, 429)]","[(227, 426), (230, 398), (228, 368), (228, 341), (228, 313), (225, 294), (220, 264), (217, 238)]",Closed,,1608736829,0360_CROPED_4.jpg,200902_contin_low_L
79,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_L\0360_CROPED_5.jpg,"[(187, 398), (490, 393)]","[(284, 390), (282, 363), (267, 325), (255, 287), (234, 252), (219, 225), (208, 203)]",Closed,,1608736840,0360_CROPED_5.jpg,200902_contin_low_L
80,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\8739_CROPED_1.jpg,"[(85, 395), (387, 386)]","[(194, 384), (188, 349), (186, 305), (186, 277), (186, 242), (190, 223), (200, 199), (209, 183)]",Open,,1608736850,8739_CROPED_1.jpg,200902_contin_low_R
81,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\8739_CROPED_2.jpg,"[(74, 343), (360, 354)]","[(210, 327), (211, 302), (211, 288), (211, 279)]",Closed,,1608736861,8739_CROPED_2.jpg,200902_contin_low_R
82,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\8739_CROPED_3.jpg,"[(84, 432), (399, 454)]","[(250, 434), (249, 415), (249, 398), (248, 380), (249, 363), (253, 341)]",Closed,,1608736873,8739_CROPED_3.jpg,200902_contin_low_R
83,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\8739_CROPED_4.jpg,"[(50, 518), (415, 530)]","[(193, 512), (194, 491), (194, 472), (194, 456), (194, 439)]",Closed,,1608736882,8739_CROPED_4.jpg,200902_contin_low_R
84,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\8739_CROPED_5.jpg,"[(-1, -1), (-1, -1)]","[(198, 504), (194, 479), (183, 453), (177, 424), (182, 409), (192, 405)]",,pink is blurry,1608736902,8739_CROPED_5.jpg,200902_contin_low_R
85,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\9097_CROPED_1.jpg,"[(69, 387), (376, 383)]","[(212, 379), (219, 353), (226, 329), (229, 312), (233, 291), (237, 269), (241, 255), (246, 236), (255, 214)]",Open,,1608736915,9097_CROPED_1.jpg,200902_contin_low_R
86,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\9098_CROPED_2.jpg,"[(69, 339), (356, 340)]","[(225, 310), (232, 300), (240, 290), (247, 277), (256, 269), (261, 260)]",Closed,,1608736924,9098_CROPED_2.jpg,200902_contin_low_R
87,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\9098_CROPED_3.jpg,"[(88, 438), (406, 455)]","[(253, 435), (254, 410), (259, 383), (265, 359), (269, 337), (282, 307), (292, 282), (301, 265), (305, 256)]",Closed,,1608736938,9098_CROPED_3.jpg,200902_contin_low_R
88,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\9098_CROPED_4.jpg,"[(54, 526), (418, 520)]","[(227, 507), (233, 479), (239, 456), (242, 434), (250, 408), (255, 387), (259, 363), (272, 338), (278, 324), (298, 291), (315, 250), (329, 216), (335, 202)]",Closed,,1608736953,9098_CROPED_4.jpg,200902_contin_low_R
89,C:\Sunflowers\manual_tagging-master\first_last_imgs\200902_contin_low_R\9098_CROPED_5.jpg,"[(42, 501), (386, 499)]","[(242, 497), (246, 466), (256, 429), (273, 384), (294, 349), (315, 321), (332, 297), (354, 274)]",Open,,1608736967,9098_CROPED_5.jpg,200902_contin_low_R
90,C:\Sunflowers\manual_tagging-master\first_last_imgs\200903_contin_low_L\0016_CROPED_1.jpg,"[(144, 402), (497, 377)]","[(326, 391), (325, 368), (323, 346), (323, 320), (319, 290), (314, 252), (312, 224), (308, 192)]",Closed,,1608736978,0016_CROPED_1.jpg,200903_contin_low_L
91,C:\Sunflowers\manual_tagging-master\first_last_imgs\200903_contin_low_L\0016_CROPED_2.jpg,"[(112, 372), (487, 370)]","[(327, 358), (330, 334), (330, 321), (330, 305), (329, 287), (327, 268), (322, 247)]",Open,,1608736989,0016_CROPED_2.jpg,200903_contin_low_L
92,C:\Sunflowers\manual_tagging-master\first_last_imgs\200903_contin_low_L\0016_CROPED_3.jpg,"[(93, 398), (415, 392)]","[(281, 383), (281, 358), (281, 336), (279, 314), (279, 296), (277, 292)]",Closed,,1608737004,0016_CROPED_3.jpg,200903_contin_low_L
93,C:\Sunflowers\manual_tagging-master\first_last_imgs\200903_contin_low_L\0016_CROPED_4.jpg,"[(132, 442), (421, 420)]","[(308, 421), (310, 395), (313, 376), (315, 352), (323, 335), (329, 313)]",Open,,1608737013,0016_CROPED_4.jpg,200903_contin_low_L
94,C:\Sunflowers\manual_tagging-master\first_last_imgs\200903_contin_low_L\0016_CROPED_5.jpg,"[(229, 422), (533, 405)]","[(420, 400), (420, 380), (420, 360), (420, 349), (420, 336)]",Open,,1608737021,0016_CROPED_5.jpg,200903_contin_low_L
95,C:\Sunflowers\manual_tagging-master\first_last_imgs\200903_contin_low_L\0405_CROPED_1.jpg,"[(147, 407), (496, 379)]","[(305, 395), (301, 356), (288, 311), (278, 271), (258, 226), (238, 195), (209, 159), (200, 139)]",Closed,,1608737035,0405_CROPED_1.jpg,200903_contin_low_L
